ProductName,ProductID,OriginalPrice,SalePrice,ProductURL,Case,Dial,Strap,Movement,WaterResistant,img_url_1,img_url_2,img_url_3,img_url_4,img_url_5
Suunto 3 Fitness,SS050067000,"HKD 1,990","HKD 1,393",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900773/cm-0/d-0,Diameter       43 mm       Thickness       14 mm       Shape       Round       Glass       Mineral Glass,Color       Multi-color,Color       Black       Width       20 mm       Material       Silicon,Smart watch,3 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202005/5171561507455936656.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/5333817520438910115.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/5031149360994561662.jpg_700x650.ashx,N\A,N\A
Suunto 3 Fitness,SS050210000,"HKD 2,190","HKD 1,423",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900775/cm-0/d-0,Diameter       43 mm       Thickness       14 mm       Shape       Round       Glass       Mineral Glass,Color       Multi-color,Color       Black       Width       20 mm       Material       Silicon,Smart watch,3 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202010/4793454946908279804.JPG_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5246848981894579013.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/4993986536779602168.jpg_700x650.ashx,N\A,N\A
Suunto 3 Fitness,SS050070000,"HKD 1,990","HKD 1,293",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900778/cm-0/d-0,Diameter       43 mm       Thickness       14 mm       Shape       Round       Glass       Mineral Glass,Color       Multi-color,Color       Light Green       Width       20 mm       Material       Silicon,Smart watch,3 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202005/4847716414791928800.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Suunto 3 Fitness,SS050211000,"HKD 2,190","HKD 1,423",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900658/cm-0/d-0,Diameter       43 mm       Thickness       14 mm       Shape       Round       Glass       Mineral Glass,Color       Multi-color,Color       Burgundy       Width       20 mm       Material       Silicon,Smart watch,3 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202005/4696250678881938168.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/4637800731411065265.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/4788775102022884611.jpg_700x650.ashx,N\A,N\A
Suunto 9 Baro,SS050087000,"HKD 6,090","HKD 4,872",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900786/cm-0/d-0,Diameter       50 mm       Thickness       16.8  mm       Shape       Round       Glass       Sapphire Glass,Color       Multi-color,Color       Black       Width       24 mm       Material       Silicon,Smart watch,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202011/4613042339283122049.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/4656287444377869887.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/4872329915066944577.jpg_700x650.ashx,N\A,N\A
Suunto 9,SS050147000,"HKD 4,890","HKD 3,178",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900657/cm-0/d-0,Diameter 50 mm Thickness 14 mm Shape Round Glass Mineral Glass,Color Multi-color,Color White Width 24 mm Material Silicon,Smart watch,10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202005/5299516009988820095.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/4776080116916978205.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/5750171597652874645.jpg_700x650.ashx,N\A,N\A
Suunto 9 Baro,SS050088000,"HKD 6,090","HKD 3,958",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900785/cm-0/d-0,Diameter       50 mm       Thickness       16.5  mm       Shape       Round       Glass       Sapphire Glass,Color       Multi-color,Color       White       Width       24 mm       Material       Silicon,Smart watch,10 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202010/5604785144246482739.JPG_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/5255404704045283520.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/201907/4970066189849617202.jpg_700x650.ashx,N\A,N\A
Garmin Vivoactive 4S,010-02172-16,"HKD 3,499","HKD 2,799",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904655/cm-0/d-0,Diameter 40 mm Thickness Shape Round Glass,Color,Color Width Material,Smart Watch,,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202003/4646521826555935243.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Garmin Vivoactive 4S,010-02172-06,"HKD 3,499","HKD 2,799",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904654/cm-0/d-0,Diameter 40 mm Thickness Shape Round Glass,Color,Color Width Material,Smart Watch,,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202003/5221882161678610928.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Garmin Fenix 5 Plus,010-01988-73,"HKD 6,999","HKD 4,549",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904643/cm-0/d-0,Diameter 47 mm Thickness Shape Round Glass,Color,Color Width Material,Smart Watch,,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202005/4989714016492617696.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Garmin Fenix 6S,010-02159-71,"HKD 7,799","HKD 6,239",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904648/cm-0/d-0,Diameter       47 mm       Thickness               Shape       Round       Glass       Sapphire Glass,Color,Color       Grey       Width               Material       Silicone,Smart Watch,,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202011/5413204808657834168.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Garmin Fenix 6S,010-02159-7B,"HKD 7,999","HKD 6,399",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904649/cm-0/d-0,Diameter 47 mm Thickness Shape Round Glass,Color,Color Width Material,Smart Watch,,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202003/5031767672018023424.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Garmin Fenix 6s Solar,010-02409-20,"HKD 6,699","HKD 5,694",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906217/cm-0/d-0,Diameter 42 mm Thickness 14.2 mm Shape Round Glass Power Glass,Color Black,Color Black Width Material Silicon,Solar,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202007/5318952163298631568.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202007/4630267448885324185.jpg_700x650.ashx,N\A,N\A,N\A
Garmin FORERUNNER 745,010-02445-32,"HKD 4,599","HKD 3,909",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906565/cm-0/d-0,Diameter 43.8 mm Thickness 13.3 mm Shape Round Glass Gorilla Glass,Color Black,Color Red Width Material Silicone,GPS,5 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202010/5181978092850293333.JPG_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202010/5428340867519848778.jpg_700x650.ashx,N\A,N\A,N\A
Suunto 9,SS050146000,"HKD 4,890","HKD 3,912",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900783/cm-0/d-0,Diameter 50 mm Thickness 16.5  mm Shape Round Glass Mineral Glass,Color Multi-color,Color Black Width 24 mm Material Silicon,Smart watch,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202011/5003041587232455676.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5688028167729569932.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5528351183843261414.jpg_700x650.ashx,N\A,N\A
Suunto 9,SS050148000,"HKD 4,890","HKD 3,912",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900784/cm-0/d-0,Diameter 50 mm Thickness 16.5  mm Shape Round Glass Mineral Glass,Color Multi-color,Color Light Green Width 24 mm Material Silicon,Smart watch,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202003/5284380052266265930.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5058034467623391316.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5714959495600017182.jpg_700x650.ashx,N\A,N\A
Suunto Suunto 5,SS050305000,"HKD 2,990","HKD 2,093",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900782/cm-0/d-0,Diameter       46 mm       Thickness       14.6 mm       Shape       Round       Glass       Mineral Glass,Color       Multi-color,Color       Burgundy       Width       21 mm       Material       Silicon,Smart watch,5 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202005/5348220973635967655.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5147169599688978540.jpg_700x650.ashx,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/201907/5759339682665093204.jpg_700x650.ashx,N\A,N\A
Casio G-Shock H1000,GBDH1000-4,"HKD 3,680","HKD 2,870",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905168/cm-0/d-0,Diameter       63 mm       Thickness       20.4 mm       Shape       Round       Glass       Mineral Glass,Color       Black,Color       Red       Width               Material       PU,Solar,20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202005/5576079852039207606.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio G-Shock H1000,GBDH1000-1A7,"HKD 3,680","HKD 2,870",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905167/cm-0/d-0,Diameter       63 mm       Thickness       20.4 mm       Shape       Round       Glass       Mineral Glass,Color       Black,Color       White       Width               Material       PU,Solar,20 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202005/4760363216980308557.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Casio G-Shock H1000,GBDH1000-1,"HKD 3,680","HKD 2,870",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905166/cm-0/d-0,Diameter       63 mm       Thickness       20.4 mm       Shape       Round       Glass       Mineral Glass,Color       Black,Color       Black       Width               Material       PU,Solar,20 ATM,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202005/4663007987104486823.jpg_700x650.ashx,N\A,N\A,N\A,N\A
Garmin Instinct Solar,010-02293-73,"HKD 3,299","HKD 2,804",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906215/cm-0/d-0,Diameter 45 mm Thickness 15.3 mm Shape Round Glass Hardlex Crystal,Color Black,Color Red Width Material Silicon,Solar,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202007/5139492875189930609.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202007/5341411341585470164.jpg_700x650.ashx,N\A,N\A,N\A
Garmin Instinct Solar,010-02293-68,"HKD 3,299","HKD 2,804",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906214/cm-0/d-0,Diameter 45 mm Thickness 15.3 mm Shape Round Glass Hardlex Crystal,Color Black,Color Yellow Width Material Silicon,Solar,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202007/5279770065373042020.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202007/5438866113259393447.jpg_700x650.ashx,N\A,N\A,N\A
Garmin Instinct Solar,010-02293-37,"HKD 3,299","HKD 2,804",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906213/cm-0/d-0,Diameter 45 mm Thickness 15.3 mm Shape Round Glass Hardlex Crystal,Color Black,Color Blue Width Material Silicon,Solar,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202007/5555943711457636571.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202007/5751744444708094244.jpg_700x650.ashx,N\A,N\A,N\A
Garmin Instinct Solar,010-02293-33,"HKD 3,299","HKD 2,804",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906212/cm-0/d-0,Diameter 45 mm Thickness 15.3 mm Shape Round Glass Hardlex Crystal,Color Black,Color Black Width Material Silicon,Solar,10 ATM,https://citychainf02.easesales.com/upload/3F944AB2E078F2BA/202007/5028746110046444665.jpg_700x650.ashx,https://citychainf01.easesales.com/upload/3F944AB2E078F2BA/202007/5670903522030892853.jpg_700x650.ashx,N\A,N\A,N\A
