ProductName,ProductID,OriginalPrice,SalePrice,ProductURL
Seiko 5 Sports,SRPF23K1,"HKD 3,280","HKD 2,296",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906513/cm-0/d-0
Seiko 5 Sports,SRPF21K1,"HKD 3,280","HKD 2,296",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906512/cm-0/d-0
Seiko 5 Sports,SRPF17K1,"HKD 3,280","HKD 2,296",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906511/cm-0/d-0
Seiko 5 Sports,SRPF20K1,"HKD 3,280","HKD 2,296",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906510/cm-0/d-0
Seiko Lukia,SRW812P1,"HKD 3,080","HKD 1,232",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906231/cm-0/d-0
Seiko Lukia,SRWZ84P1,"HKD 2,780","HKD 1,668",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906170/cm-0/d-0
Seiko Lukia,SRWZ81P1,"HKD 2,920","HKD 1,450",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906169/cm-0/d-0
Seiko Chronograph,SSB293P1,"HKD 2,150","HKD 1,397",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906097/cm-0/d-0
Seiko Criteria,SSC651P1,"HKD 2,980","HKD 1,637",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906095/cm-0/d-0
Seiko Criteria,SSC577P1,"HKD 2,850","HKD 1,567",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906094/cm-0/d-0
Seiko Criteria,SNDH19P1,"HKD 2,730","HKD 1,200",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906093/cm-0/d-0
Seiko Premier,SNAF80P1,"HKD 4,540","HKD 2,270",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906092/cm-0/d-0
Seiko Presage,SSA352J1,"HKD 4,380","HKD 2,847",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905530/cm-0/d-0
Seiko Premier,SWR028P1,"HKD 3,480","HKD 2,088",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905524/cm-0/d-0
Seiko Premier,SWR025P1,"HKD 2,990","HKD 1,794",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905523/cm-0/d-0
Seiko Lukia,SRWZ95P1,"HKD 2,680","HKD 1,608",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905517/cm-0/d-0
Seiko Lukia,SRW786P1,"HKD 3,020","HKD 1,661",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905515/cm-0/d-0
Seiko Lukia,SRP850J1,"HKD 3,880","HKD 2,328",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905513/cm-0/d-0
Seiko Domestic,SSDY026J,"HKD 2,880","HKD 1,728",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905507/cm-0/d-0
Seiko Criteria,SNDH47P1,"HKD 2,890","HKD 1,445",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904851/cm-0/d-0
Seiko Criteria,SNDH31P1,"HKD 2,720","HKD 1,768",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904843/cm-0/d-0
Seiko Lukia,SRW795P1,"HKD 2,710","HKD 1,490",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904828/cm-0/d-0
Seiko Sportura,SSC483P1,"HKD 4,420","HKD 1,768",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904369/cm-0/d-0
Seiko Criteria,SNDX27P1,"HKD 3,080","HKD 1,078",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904365/cm-0/d-0
Seiko Prospex,SUN049P1,"HKD 3,430","HKD 1,715",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904362/cm-0/d-0
Seiko Prospex,SRPD09K1,"HKD 3,860","HKD 2,509",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902344/cm-0/d-0
Seiko Solar,SUT324P1,"HKD 2,480","HKD 1,488",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902252/cm-0/d-0
Seiko Solar,SUP351P1,"HKD 2,360","HKD 1,000",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902245/cm-0/d-0
Seiko Prospex,SSC611P1,"HKD 4,590","HKD 2,754",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902228/cm-0/d-0
Seiko Premier,SUT346P1,"HKD 3,480","HKD 2,262",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902215/cm-0/d-0
Seiko Premier,SUT321P1,"HKD 3,140","HKD 2,041",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902214/cm-0/d-0
Seiko Premier,SSC597P2,"HKD 3,940","HKD 1,970",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902213/cm-0/d-0
Seiko Presage,SSA811J1,"HKD 3,050","HKD 1,677",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902184/cm-0/d-0
Seiko Presage,SSA810J1,"HKD 3,720","HKD 2,046",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902183/cm-0/d-0
Seiko Premier,SRPA17J2,"HKD 3,980","HKD 2,000",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902177/cm-0/d-0
Seiko Premier,SRK038P1,"HKD 3,320","HKD 1,494",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902176/cm-0/d-0
Seiko Premier,SRK037P1,"HKD 2,940","HKD 1,500",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902175/cm-0/d-0
Seiko Premier,SNP150P1,"HKD 7,680","HKD 4,608",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902174/cm-0/d-0
Seiko Premier,SNP149P2,"HKD 6,630","HKD 3,978",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902173/cm-0/d-0
Seiko Premier,SNP143P1,"HKD 6,530","HKD 3,918",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902172/cm-0/d-0
Seiko Premier,SNP134P1,"HKD 6,380","HKD 3,190",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902170/cm-0/d-0
Seiko Premier,SNAF82P1,"HKD 4,240","HKD 1,800",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902168/cm-0/d-0
Seiko Premier,SNAF75P1,"HKD 4,180","HKD 1,881",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902166/cm-0/d-0
Seiko Premier,SKP401P1,"HKD 3,480","HKD 1,566",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902165/cm-0/d-0
Seiko Premier,SKP397P1,"HKD 3,170","HKD 1,426",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902164/cm-0/d-0
Seiko Premier,SKP393P1,"HKD 3,530","HKD 1,588",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902161/cm-0/d-0
Seiko Chronograph,SNDV42P1,"HKD 3,090","HKD 1,699",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902149/cm-0/d-0
Seiko Quartz,SUR237P1,"HKD 1,480",HKD 600,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901979/cm-0/d-0
Seiko Premier,SXB438P1,"HKD 3,540","HKD 1,500",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901963/cm-0/d-0
Seiko Chronograph,SSC723P1,"HKD 3,180","HKD 1,431",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901955/cm-0/d-0
Seiko Chronograph,SSB313P1,"HKD 1,950","HKD 1,072",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901950/cm-0/d-0
Seiko Criteria,SNDH07P1,"HKD 2,860","HKD 1,144",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901915/cm-0/d-0
Seiko Criteria,SNDH03P1,"HKD 3,400","HKD 1,360",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901905/cm-0/d-0
Seiko Lukia,SRWZ90P1,"HKD 3,230","HKD 1,938",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901766/cm-0/d-0
Seiko Solar,SBTM251J,"HKD 3,180","HKD 1,800",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901757/cm-0/d-0
Seiko Quartz,SCXP128J,"HKD 1,780","HKD 1,157",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901751/cm-0/d-0
Seiko Lukia,SRW803P1,"HKD 2,710","HKD 1,355",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901740/cm-0/d-0
Seiko Criteria,SNDH43P1,"HKD 2,610","HKD 1,174",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901002/cm-0/d-0
Seiko Premier,SKP398P1,"HKD 3,480","HKD 1,566",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901001/cm-0/d-0
Seiko Lukia,SRWZ88P1,"HKD 3,670","HKD 1,835",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900917/cm-0/d-0
Seiko Criteria,SRPC69K1,"HKD 2,980","HKD 1,937",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900913/cm-0/d-0
Seiko Criteria,SNDH48P1,"HKD 2,920","HKD 1,800",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900912/cm-0/d-0
Seiko Criteria,SNDH33P1,"HKD 2,780","HKD 1,807",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900910/cm-0/d-0
Seiko Criteria,SNDH35P1,"HKD 2,780","HKD 1,390",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900709/cm-0/d-0
Seiko Prospex,S23627J1,"HKD 22,500","HKD 14,625",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900666/cm-0/d-0
Seiko Lukia,SRP846J1,"HKD 3,980","HKD 1,990",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900642/cm-0/d-0
Seiko Lukia,SRP848J1,"HKD 3,980","HKD 2,388",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900641/cm-0/d-0
