ProductName,ProductID,OriginalPrice,SalePrice,ProductURL
Casio G-Shock,GA110LS-7A,"HKD 1,280","HKD 1,024",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905209/cm-0/d-0
Casio G-Shock,GA110RG-1A,"HKD 1,350","HKD 1,080",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900316/cm-0/d-0
Casio G-Shock,GA400SK-1A4,"HKD 1,230",HKD 984,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904924/cm-0/d-0
Casio G-Shock,GA400SK-1A9,"HKD 1,230",HKD 984,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900331/cm-0/d-0
Casio G-Shock,GA400HR-1A,"HKD 1,190",HKD 952,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905656/cm-0/d-0
Seiko Prospex,SRPE35K1,"HKD 4,880","HKD 3,904",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906349/cm-0/d-0
Seiko Prospex,SRPE37K1,"HKD 4,680","HKD 3,744",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906350/cm-0/d-0
Seiko Prospex,SRPF35K1,"HKD 3,980","HKD 3,184",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906858/cm-0/d-0
Seiko Presage,SRPE41J1,"HKD 3,280","HKD 2,624",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906359/cm-0/d-0
Seiko Presage,SRPE43J1,"HKD 3,280","HKD 2,624",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906360/cm-0/d-0
Seiko Criteria,SNDH03P1,"HKD 3,400","HKD 1,360",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901905/cm-0/d-0
Seiko Criteria,SNDH07P1,"HKD 2,860","HKD 1,144",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901915/cm-0/d-0
Seiko Criteria,SNDH19P1,"HKD 2,730","HKD 1,200",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906093/cm-0/d-0
Seiko Criteria,SSC651P1,"HKD 2,980","HKD 1,637",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906095/cm-0/d-0
Citizen Eco Drive,CA0690-88E,"HKD 2,070","HKD 1,656",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900379/cm-0/d-0
Citizen Eco Drive,CA4385-80E,"HKD 2,540","HKD 2,032",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900987/cm-0/d-0
Citizen Eco Drive,CA4454-89L,"HKD 3,340","HKD 2,672",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900398/cm-0/d-0
Citizen Eco Drive,CA0731-82L,"HKD 2,300","HKD 1,840",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906874/cm-0/d-0
Citizen Eco Drive,CA0738-83A,"HKD 2,300","HKD 1,840",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906875/cm-0/d-0
Citizen Eco Drive,CA0730-85E,"HKD 2,300","HKD 1,840",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906873/cm-0/d-0
Casio G-Shock,AW500BB-1E,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906895/cm-0/d-0
Casio G-Shock,AW500BB-4E,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906896/cm-0/d-0
Casio G-Shock,AW500E-1E,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906897/cm-0/d-0
Casio G-Shock,AWM500D-1A,"HKD 4,580","HKD 3,664",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906898/cm-0/d-0
Casio G-Shock,AWM500D-1A8,"HKD 4,580","HKD 3,664",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906899/cm-0/d-0
Casio G-Shock,AWM500GD-9A,"HKD 4,880","HKD 3,904",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906900/cm-0/d-0
Casio G-shock,GM110G-1A9,"HKD 2,080",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906330/cm-0/d-0
Casio G-shock,GM110-1A,"HKD 1,880",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906328/cm-0/d-0
Seiko 5 Sports,SRPF70K1,"HKD 3,480","HKD 2,784",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907021/cm-0/d-0
Seiko 5 Sports,SRPF71K1,"HKD 3,480","HKD 2,784",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907022/cm-0/d-0
Seiko 5 Sports,SRPF73K1,"HKD 3,480","HKD 2,784",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907023/cm-0/d-0
Seiko 5 Sports,SRPF20K1,"HKD 3,280","HKD 2,296",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906510/cm-0/d-0
Seiko 5 Sports,SRPF21K1,"HKD 3,280","HKD 2,296",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906512/cm-0/d-0
Seiko 5 Sports,SRPF23K1,"HKD 3,280","HKD 2,296",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906513/cm-0/d-0
Seiko 5 Sports,SRPD69K1,"HKD 2,600","HKD 2,080",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901049/cm-0/d-0
Seiko 5 Sports,SRPD71K1,"HKD 2,600","HKD 2,080",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905491/cm-0/d-0
Seiko Criteria,SNDH35P1,"HKD 2,780","HKD 1,390",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900709/cm-0/d-0
Seiko Criteria,SNDH43P1,"HKD 2,610","HKD 1,174",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901002/cm-0/d-0
Seiko Criteria,SNDH45P1,"HKD 2,850","HKD 1,425",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901762/cm-0/d-0
Seiko Criteria,SNDH47P1,"HKD 2,890","HKD 1,445",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904851/cm-0/d-0
Citizen Mechanical,NK5000-12P,"HKD 3,900","HKD 3,120",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904290/cm-0/d-0
Citizen Mechanical,NK5000-98E,"HKD 4,200","HKD 3,360",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904291/cm-0/d-0
Citizen Mechanical,NK5000-98L,"HKD 4,200","HKD 3,360",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904292/cm-0/d-0
Citizen Mechanical,NK0002-14W,"HKD 3,900","HKD 3,120",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904293/cm-0/d-0
Citizen Promaster,BJ7006-64L,"HKD 3,520","HKD 2,816",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900384/cm-0/d-0
Citizen Promaster,NY0070-83E,"HKD 4,880","HKD 3,904",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900973/cm-0/d-0
Citizen Promaster,NY0075-12L,"HKD 4,880","HKD 3,904",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902064/cm-0/d-0
Casio G-shock,GBD-100-1,"HKD 1,280",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906113/cm-0/d-0
Casio G-shock,GBD-100-1A7,"HKD 1,280",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906114/cm-0/d-0
Casio G-shock,GBD-100-2,"HKD 1,280",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906115/cm-0/d-0
Casio G-Shock,DWE5600CC-3,"HKD 2,180","HKD 1,744",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906614/cm-0/d-0
Casio G-Shock,DW6900SK-1,HKD 940,HKD 752,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900310/cm-0/d-0
Casio G-Shock,DW5600DE-2,"HKD 1,090",HKD 545,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902002/cm-0/d-0
Casio G-Shock,DW5700BBMB-1,HKD 910,HKD 500,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900939/cm-0/d-0
Seiko Prospex,SPB185J1,"HKD 9,380",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906996/cm-0/d-0
Seiko Prospex,SPB187J1,"HKD 9,380","HKD 7,504",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906997/cm-0/d-0
Seiko Prospex,SPB189J1,"HKD 11,800",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906998/cm-0/d-0
Seiko Prospex,SRPE29K1,"HKD 4,280","HKD 3,424",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906535/cm-0/d-0
Seiko Prospex,SPB143J1,"HKD 8,980",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906132/cm-0/d-0
Seiko Domestic,SPB181J1,"HKD 6,280",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907142/cm-0/d-0
Seiko Prospex,SLA045J1,"HKD 24,800",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907143/cm-0/d-0
Seiko Prospex,SRPE09K1,"HKD 3,980","HKD 3,184",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904798/cm-0/d-0
Seiko Prospex,SUN049P1,"HKD 3,430","HKD 1,715",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904362/cm-0/d-0
Seiko Premier,SKP401P1,"HKD 3,480","HKD 1,566",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902165/cm-0/d-0
Citizen Eco Drive,CA7034-96W,"HKD 3,800","HKD 3,040",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906862/cm-0/d-0
Citizen Radio Controlled,CB3016-51Z,"HKD 6,880","HKD 5,504",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906861/cm-0/d-0
Citizen Satellite Wave,CC4005-71Z,"HKD 18,000","HKD 14,400",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906859/cm-0/d-0
Citizen Satellite Wave,CC5006-06L,"HKD 10,800","HKD 8,640",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906881/cm-0/d-0
Citizen Promaster,BN2031-85E,"HKD 5,500","HKD 4,400",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901987/cm-0/d-0
Citizen Promaster,BN4055-19L,"HKD 7,580","HKD 6,064",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900986/cm-0/d-0
Casio G-shock,GM110B-1A,"HKD 2,080",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906329/cm-0/d-0
Casio G-Shock,GM6900-1,"HKD 1,740","HKD 1,392",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904914/cm-0/d-0
Casio G-Shock,GM6900B-4,"HKD 1,840","HKD 1,380",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904974/cm-0/d-0
Casio G-Shock,GM6900G-9,"HKD 1,940","HKD 1,552",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904913/cm-0/d-0
Casio G-Shock,GRB200-1A,"HKD 2,980","HKD 2,384",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906532/cm-0/d-0
Casio G-Shock,GRB200-1A2,"HKD 2,980","HKD 2,384",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906533/cm-0/d-0
Casio G-Shock,GRB200-1A9,"HKD 2,980","HKD 2,384",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906534/cm-0/d-0
Casio(GSTB300-1A),GSTB300-1A,"HKD 2,440","HKD 1,952",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906331/cm-0/d-0
Casio(GSTB300S-1A),GSTB300S-1A,"HKD 2,580","HKD 2,064",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906332/cm-0/d-0
Casio G-Shock,GSTB300SD-1A,"HKD 3,280","HKD 2,624",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907106/cm-0/d-0
Casio G-Shock,GSTS110-1A,"HKD 2,280","HKD 1,824",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900327/cm-0/d-0
Casio G-Shock,GSTS110D-1A,"HKD 2,900","HKD 2,320",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905682/cm-0/d-0
Seiko Presage,SRPE47J1,"HKD 4,780",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906362/cm-0/d-0
Seiko Presage,SRPE49J1,"HKD 4,780",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906363/cm-0/d-0
Seiko Prospex,SRPD25K1,"HKD 3,980","HKD 2,587",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902352/cm-0/d-0
Seiko Prospex,SRPE27K1,"HKD 3,980","HKD 3,184",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906352/cm-0/d-0
Seiko Prospex,SRPE07K1,"HKD 4,680","HKD 3,744",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905162/cm-0/d-0
Seiko Prospex,SRPE03K1,"HKD 4,920","HKD 3,936",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905160/cm-0/d-0
Seiko Prospex,SNE541P1,"HKD 2,980","HKD 2,384",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901082/cm-0/d-0
Seiko Prospex,SRPD35K1,"HKD 3,780","HKD 3,024",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906506/cm-0/d-0
Casio G-Shock,AW590-1A,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906193/cm-0/d-0
Casio G-Shock,AW591-2A,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906194/cm-0/d-0
Casio G-Shock,AWRM100SAR-1A,"HKD 1,360","HKD 1,088",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904440/cm-0/d-0
Casio G-shock,AWRM100SDC-1A,"HKD 1,380","HKD 1,104",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905186/cm-0/d-0
Casio Edifice,EFS560HR-1A,"HKD 3,980",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906609/cm-0/d-0
Casio Edifice,ECB-20AT-2A,"HKD 3,180",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906608/cm-0/d-0
Casio Edifice,ECB20D-1A,"HKD 1,340","HKD 1,072",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906530/cm-0/d-0
Casio Edifice,EFR539D-1A,"HKD 1,320","HKD 1,056",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907099/cm-0/d-0
Citizen Promaster,BN0195-54E,"HKD 3,600","HKD 2,880",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905340/cm-0/d-0
Citizen Promaster,CC3067-88E,"HKD 10,800","HKD 8,680",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901087/cm-0/d-0
Citizen Promaster,JY8069-88E,"HKD 8,820","HKD 7,056",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905307/cm-0/d-0
Citizen Eco Drive,CA7001-87E,"HKD 2,930","HKD 2,344",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905350/cm-0/d-0
Casio(GA900A-1A9),GA900A-1A9,"HKD 1,080",HKD 864,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906325/cm-0/d-0
Casio G-shock,GA900-2A,"HKD 1,080",HKD 864,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906524/cm-0/d-0
Casio G-shock,GA900-4A,"HKD 1,080",HKD 864,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906525/cm-0/d-0
Casio(GA900C-1A4),GA900C-1A4,"HKD 1,180",HKD 944,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906326/cm-0/d-0
Casio(GA900E-1A3),GA900E-1A3,"HKD 1,340","HKD 1,072",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906327/cm-0/d-0
Casio G-shock,GA900-1A,"HKD 1,080",HKD 864,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906523/cm-0/d-0
Casio G-shock,GMWB5000G-2,"HKD 4,620",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906227/cm-0/d-0
Casio G-Shock G-Lide,GBX100-7,"HKD 1,380",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906226/cm-0/d-0
Seiko 5 Sports,SRPD65K3,"HKD 2,380","HKD 1,904",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905489/cm-0/d-0
Seiko 5 Sports,SRPE57K1,"HKD 1,980","HKD 1,584",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905232/cm-0/d-0
Seiko 5 Sports,SRPE58K1,"HKD 2,380","HKD 1,904",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905233/cm-0/d-0
Seiko 5 Sports,SRPE60K1,"HKD 2,380","HKD 1,904",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906561/cm-0/d-0
Seiko 5 Sports,SRPE61K1,"HKD 1,980","HKD 1,584",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906562/cm-0/d-0
Seiko 5 Sports,SRPE63K1,"HKD 1,980","HKD 1,584",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906136/cm-0/d-0
Seiko 5 Sports,SRPE65K1,"HKD 1,980","HKD 1,584",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906563/cm-0/d-0
Seiko 5 Sports,SRPE67K1,"HKD 1,980","HKD 1,584",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906137/cm-0/d-0
Seiko 5 Sports,SRPE69K1,"HKD 2,280","HKD 1,824",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906138/cm-0/d-0
Seiko 5 Sports,SRPE71K1,"HKD 2,380","HKD 1,904",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906175/cm-0/d-0
Seiko 5 Sports,SRPE75K1,"HKD 2,680","HKD 2,144",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906178/cm-0/d-0
Seiko 5 Sports,SRPE77K1,"HKD 2,680","HKD 2,144",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906179/cm-0/d-0
Seiko 5 Sports,SRPE79K1,"HKD 2,850","HKD 2,280",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906180/cm-0/d-0
Casio G-Shock,GA100-1A1,"HKD 1,000",HKD 800,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906204/cm-0/d-0
Casio G-Shock,GA100-1A2,"HKD 1,000",HKD 650,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906205/cm-0/d-0
Casio G-Shock,GA100-1A4,"HKD 1,000",HKD 800,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906206/cm-0/d-0
Casio G-Shock,GA100B-4A,"HKD 1,060",HKD 848,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906207/cm-0/d-0
Casio G-Shock,GA200-1A,"HKD 1,260","HKD 1,008",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900890/cm-0/d-0
Casio G-Shock,GA2000SU-1A,"HKD 1,180",HKD 944,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904929/cm-0/d-0
Casio G-Shock,GA2000WM-1A,"HKD 1,180",HKD 944,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906903/cm-0/d-0
Casio G-shock,GA2100SU-1A,HKD 940,N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904744/cm-0/d-0
