ProductName,ProductID,OriginalPrice,SalePrice,ProductURL
Seiko Prospex,SRPE03K1,"HKD 4,920","HKD 3,936",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905160/cm-0/d-0
Seiko Domestic,SBDC031J,"HKD 4,220",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905158/cm-0/d-0
Luminox NAVY SEAL,XS.3581,"HKD 3,950","HKD 3,160",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905138/cm-0/d-0
Luminox NAVY SEAL,XS.3505.L,"HKD 3,350","HKD 2,680",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905136/cm-0/d-0
Luminox NAVY SEAL,XS.3502,"HKD 3,750","HKD 3,000",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905133/cm-0/d-0
Luminox Scott Cassell Deep Dive,XS.1567,"HKD 5,950","HKD 4,760",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905126/cm-0/d-0
Luminox Scott Cassell Deep Dive,XS.1555,"HKD 5,950","HKD 4,760",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905125/cm-0/d-0
Luminox Scott Cassell Deep Dive,XS.1551,"HKD 5,950","HKD 4,760",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905123/cm-0/d-0
Seiko Prospex,SRPE09K1,"HKD 3,980","HKD 3,184",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904798/cm-0/d-0
Seiko Prospex,SRP773K1,"HKD 3,480","HKD 2,505",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904793/cm-0/d-0
Seiko Prospex,SLA039J1,"HKD 54,800",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904611/cm-0/d-0
Citizen Promaster,NY0091-83E,"HKD 3,250","HKD 2,600",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902379/cm-0/d-0
Citizen Promaster,NY0098-84E,"HKD 3,250","HKD 2,600",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902376/cm-0/d-0
Citizen Promaster,NY0080-12E,"HKD 2,400","HKD 1,920",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902375/cm-0/d-0
Citizen Promaster,NY0088-11E,"HKD 2,400","HKD 1,920",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902374/cm-0/d-0
Citizen Promaster,NY0081-10L,"HKD 2,400","HKD 1,920",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902373/cm-0/d-0
Citizen Promaster,BN2036-14E,"HKD 5,400","HKD 4,320",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902360/cm-0/d-0
Citizen Promaster,BJ7111-86L,"HKD 4,600","HKD 3,680",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902359/cm-0/d-0
Seiko Prospex,SRPD27K1,"HKD 3,680","HKD 2,649",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902357/cm-0/d-0
Seiko Prospex,SRPD23K1,"HKD 3,860","HKD 3,088",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902353/cm-0/d-0
Seiko Prospex,SRPD25K1,"HKD 3,980","HKD 2,587",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902352/cm-0/d-0
Seiko Prospex,SNE497P1,"HKD 3,380","HKD 2,704",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902349/cm-0/d-0
Seiko Prospex,SRPD46K1,"HKD 3,980","HKD 2,865",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902343/cm-0/d-0
Citizen Promaster,BN2031-85E,"HKD 5,500","HKD 4,400",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901987/cm-0/d-0
Seiko Prospex,SLA023J1,"HKD 23,900",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901895/cm-0/d-0
Seiko Prospex,SRP789K1,"HKD 3,480","HKD 2,505",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901748/cm-0/d-0
Sinn,206.012-2SL,"HKD 39,600","HKD 34,848",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900967/cm-0/d-0
Sinn,1010.010B-S,"HKD 22,000","HKD 19,360",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900754/cm-0/d-0
Sinn,1010.010-S,"HKD 22,000","HKD 19,360",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900752/cm-0/d-0
Sinn Diving,1010.020-2SL,"HKD 27,800","HKD 24,464",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900750/cm-0/d-0
Sinn,403.051-S,"HKD 23,800","HKD 20,944",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900749/cm-0/d-0
Seiko Prospex,SLA021J1,"HKD 23,900",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900715/cm-0/d-0
Seiko Prospex,S23627J1,"HKD 22,500","HKD 14,625",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900666/cm-0/d-0
