ProductName,ProductID,OriginalPrice,SalePrice,ProductURL
Casio Baby-G,BGA270S-4A,HKD 980,HKD 784,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906491/cm-0/d-0
Casio Baby-G,BGA270S-7A,HKD 980,HKD 784,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906492/cm-0/d-0
Casio Baby-G,BA110LP-4A,"HKD 1,390",HKD 695,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901993/cm-0/d-0
Casio Baby-G,BA110LP-9A,"HKD 1,390",HKD 695,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902253/cm-0/d-0
Citizen L Collection,EM0533-82Y,"HKD 2,520","HKD 2,016",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900356/cm-0/d-0
Citizen L Collection,EM0556-87D,"HKD 2,640","HKD 2,112",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900355/cm-0/d-0
Citizen L Collection,EM0673-83D,"HKD 2,600","HKD 2,080",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900898/cm-0/d-0
Citizen L Collection,EM0676-85X,"HKD 2,200","HKD 1,760",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900358/cm-0/d-0
Citizen Eco Drive,EM0639-81A,"HKD 2,150","HKD 1,720",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900345/cm-0/d-0
Citizen xC,FB1403-53A,"HKD 4,680","HKD 3,744",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900975/cm-0/d-0
Citizen xC,FB1404-51A,"HKD 5,610","HKD 4,488",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905402/cm-0/d-0
Citizen xC,FB1404-69W,"HKD 5,610","HKD 3,927",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905338/cm-0/d-0
Seiko Lukia,SRP846J1,"HKD 3,980","HKD 1,990",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900642/cm-0/d-0
Seiko Lukia,SRP848J1,"HKD 3,980","HKD 2,388",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900641/cm-0/d-0
Seiko Lukia,SRP850J1,"HKD 3,880","HKD 2,328",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905513/cm-0/d-0
Seiko Lukia,SRW786P1,"HKD 3,020","HKD 1,661",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905515/cm-0/d-0
Seiko Lukia,SRW795P1,"HKD 2,710","HKD 1,490",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904828/cm-0/d-0
Seiko Lukia,SRW803P1,"HKD 2,710","HKD 1,355",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901740/cm-0/d-0
Seiko Lukia,SRWZ81P1,"HKD 2,920","HKD 1,450",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906169/cm-0/d-0
Casio Baby-G,BA110BE-4A,"HKD 1,190",HKD 952,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900888/cm-0/d-0
Casio Baby-G,BA110CH-1A,"HKD 1,390","HKD 1,112",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904964/cm-0/d-0
Casio Baby-G,BA110CP-4A,"HKD 1,190",HKD 952,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900264/cm-0/d-0
Casio Baby-G,BA110CR-7A,"HKD 1,190",HKD 952,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906195/cm-0/d-0
Casio Baby-G,BA110SC-2A,"HKD 1,180",HKD 944,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905182/cm-0/d-0
Casio Baby-G,BA110SC-4A,"HKD 1,180",HKD 944,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905183/cm-0/d-0
Casio Baby-G,BGA150EF-4B,HKD 980,HKD 784,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907101/cm-0/d-0
Citizen Bluetooth,EE4031-82D,"HKD 4,020","HKD 3,216",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905321/cm-0/d-0
Citizen Bluetooth,EE4058-19E,"HKD 4,220","HKD 2,954",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902385/cm-0/d-0
Citizen L Collection,EM0600-87A,"HKD 3,240","HKD 2,592",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902083/cm-0/d-0
Citizen L Collection,EM0603-89X,"HKD 3,570","HKD 2,856",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902084/cm-0/d-0
Citizen xC,ES9394-56A,"HKD 6,500","HKD 5,200",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905401/cm-0/d-0
Citizen xC,EC1162-59A,"HKD 7,800","HKD 6,240",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900350/cm-0/d-0
Citizen xC,EC1165-51W,"HKD 7,800","HKD 6,240",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905410/cm-0/d-0
Citizen xC,EC1167-55W,"HKD 7,800","HKD 6,240",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900348/cm-0/d-0
Casio Baby-G,BA110TH-1A,"HKD 1,190",HKD 892,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904443/cm-0/d-0
Casio Baby-G,BA110TH-7A,"HKD 1,190",HKD 892,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904444/cm-0/d-0
Casio(BA110TM-1A),BA110TM-1A,"HKD 1,180",HKD 944,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906323/cm-0/d-0
Casio(BA110TM-7A),BA110TM-7A,"HKD 1,180",HKD 944,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906324/cm-0/d-0
Casio Baby-G,BA112-1A,"HKD 1,190",HKD 952,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900271/cm-0/d-0
Casio Baby-G,BA130-1A,"HKD 1,190",HKD 892,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900279/cm-0/d-0
Casio Baby-G,BA130-4A,"HKD 1,190",HKD 952,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900280/cm-0/d-0
Casio Baby-G,BA130-7A1,"HKD 1,190",HKD 952,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900281/cm-0/d-0
Citizen Eco Drive,EW2458-15N,"HKD 2,100","HKD 1,680",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900392/cm-0/d-0
Citizen xC,EC1048-54W,"HKD 8,780","HKD 7,024",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900349/cm-0/d-0
Citizen xC,EC1115-59W,"HKD 7,800","HKD 6,240",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905397/cm-0/d-0
Citizen xC,EC1145-58X,"HKD 10,080","HKD 8,064",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905394/cm-0/d-0
Citizen L Collection,EM0654-88D,"HKD 6,210","HKD 4,968",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905344/cm-0/d-0
Citizen L Collection,EM0656-15A,"HKD 5,430","HKD 4,344",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905386/cm-0/d-0
Citizen L Collection,EM0666-89D,"HKD 2,850","HKD 2,280",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905358/cm-0/d-0
Citizen L Collection,EM0668-83A,"HKD 2,580","HKD 2,064",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905365/cm-0/d-0
Citizen xC,EC1160-54L,"HKD 9,500","HKD 7,600",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905407/cm-0/d-0
Citizen xC,ES9440-51X,"HKD 8,800","HKD 7,040",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906863/cm-0/d-0
Seiko Lukia,SRWZ90P1,"HKD 3,230","HKD 1,938",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901766/cm-0/d-0
Seiko Lukia,SRWZ95P1,"HKD 2,680","HKD 1,608",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905517/cm-0/d-0
Casio Baby-G,BGA150FL-4A,HKD 980,HKD 735,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900878/cm-0/d-0
Casio Baby-G,BGA150FL-7A,HKD 980,HKD 735,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900879/cm-0/d-0
Casio Baby-G,BGA150ST-1A,"HKD 1,040",HKD 832,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906611/cm-0/d-0
Casio Baby-G,BGA150ST-4A,"HKD 1,040",HKD 832,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906612/cm-0/d-0
Casio Baby-G,BGA150ST-7A,"HKD 1,040",HKD 832,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906613/cm-0/d-0
Casio G-Shock,GMAS120SR-7A,"HKD 1,340","HKD 1,072",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906209/cm-0/d-0
Casio G-Shock,GMDS6900SR-7,HKD 940,HKD 752,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906905/cm-0/d-0
Casio G-Shock,GMAS130-2A,"HKD 1,280",HKD 960,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905669/cm-0/d-0
Casio Baby-G,MSG400G-7A,"HKD 1,838","HKD 1,470",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905693/cm-0/d-0
Citizen L Collection,EP5997-51A,"HKD 2,860","HKD 2,288",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902056/cm-0/d-0
Citizen xC,ES9442-55A,"HKD 8,200","HKD 6,560",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906888/cm-0/d-0
Citizen xC,ES9445-06A,"HKD 7,800","HKD 6,240",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-906890/cm-0/d-0
Citizen L Collection,EW5513-80D,"HKD 6,990","HKD 5,592",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905388/cm-0/d-0
Citizen L Collection,EW5524-16E,"HKD 8,070","HKD 6,456",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900976/cm-0/d-0
Seiko Domestic,SSVW117J,"HKD 4,660","HKD 3,355",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905435/cm-0/d-0
Seiko Domestic,SSVW126J,"HKD 4,670",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905438/cm-0/d-0
Seiko Domestic,SSVW128J,"HKD 4,670",N\A,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905439/cm-0/d-0
Seiko Domestic,SSVW129J,"HKD 4,980","HKD 3,585",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905440/cm-0/d-0
Seiko Domestic,SSVW130J,"HKD 5,180","HKD 3,729",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905441/cm-0/d-0
Seiko Domestic,SWFH097J,"HKD 2,700","HKD 1,944",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905448/cm-0/d-0
Seiko Domestic,SWFH098J,"HKD 2,980","HKD 2,145",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905449/cm-0/d-0
Casio Baby-G,BA120SP-4A,"HKD 1,160",HKD 580,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902257/cm-0/d-0
Casio Baby-G,BGA210-4B2,"HKD 1,190",HKD 595,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901661/cm-0/d-0
Casio Baby-G,BGA225G-1A,"HKD 1,380",HKD 690,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-902000/cm-0/d-0
Casio Baby-G,BGA225G-2A,"HKD 1,380",HKD 690,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-901920/cm-0/d-0
Casio Baby-G,BGA230PC-2B,"HKD 1,170",HKD 877,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904942/cm-0/d-0
Casio Baby-G,BGA230PC-6B,"HKD 1,170",HKD 877,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904950/cm-0/d-0
Casio Baby-G,BGA230PC-9B,"HKD 1,170",HKD 877,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904943/cm-0/d-0
Casio Baby-G,BGA230SC-3B,"HKD 1,170",HKD 936,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905631/cm-0/d-0
Casio Baby-G,BGA230SC-4B,"HKD 1,170",HKD 877,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900261/cm-0/d-0
Casio Baby-G,BGA240-1A3,HKD 930,HKD 697,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904447/cm-0/d-0
Casio Baby-G,BGA250-1A2,HKD 878,HKD 614,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905001/cm-0/d-0
Casio Baby-G,BGA255-1A,HKD 910,HKD 682,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905634/cm-0/d-0
Casio Baby-G,BGA260SC-1A,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904915/cm-0/d-0
Casio Baby-G,BGD570-1,HKD 780,HKD 624,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907125/cm-0/d-0
Casio Baby-G,BGD570-4,HKD 790,HKD 632,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907102/cm-0/d-0
Casio Baby-G,BGD570-7,HKD 780,HKD 624,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907126/cm-0/d-0
Casio Baby-G,BGS100RT-1A,"HKD 1,130",HKD 847,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905638/cm-0/d-0
Casio Baby-G,BGS100RT-2A,"HKD 1,130",HKD 847,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905639/cm-0/d-0
Casio Baby-G,BGS100RT-7A,"HKD 1,130",HKD 847,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905640/cm-0/d-0
Casio Baby-G,BGS100SC-1A,"HKD 1,130",HKD 904,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905641/cm-0/d-0
Casio Baby-G,BSAB100-1A,"HKD 1,120",HKD 896,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905644/cm-0/d-0
Casio Baby-G,BSAB100-4A1,"HKD 1,120",HKD 840,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900246/cm-0/d-0
Casio Baby-G,BSAB100-4A2,"HKD 1,120",HKD 840,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-900247/cm-0/d-0
Casio Baby-G,BSAB100MF-7A,"HKD 1,120",HKD 728,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-905646/cm-0/d-0
Casio G-Shock,GMDB800-1,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907129/cm-0/d-0
Casio G-Shock,GMDB800SC-1,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907131/cm-0/d-0
Casio G-Shock,GMDB800SC-1B,HKD 880,HKD 704,https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-907132/cm-0/d-0
Seiko Presage,SSA781J1,"HKD 4,780","HKD 3,824",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904289/cm-0/d-0
Citizen Eco Drive,FC8009-18Y,"HKD 3,150","HKD 2,520",https://www.citychain.com.hk/en/Product/EshopDetail/class-0/product-904296/cm-0/d-0
